,name,start_pos,end_pos,tag,score
256,Israel,10872,10878,GPE,1
257,Israel,10961,10967,GPE,1
258,4,10970,10971,CARDINAL,1
259,13,10973,10975,CARDINAL,1
260,earth,11145,11150,LOC,1
261,Israel,11226,11232,GPE,1
262,5,11268,11269,CARDINAL,1
263,1,11271,11272,CARDINAL,1
264,Israel,11356,11362,GPE,1
265,5,11402,11403,CARDINAL,1
266,2,11405,11406,CARDINAL,1
267,Israel,11422,11428,GPE,1
268,5,11489,11490,CARDINAL,1
269,3,11492,11493,CARDINAL,1
270,a thousand,11558,11568,CARDINAL,1
271,a hundred,11596,11605,CARDINAL,1
272,a hundred,11635,11644,CARDINAL,1
273,ten,11672,11675,CARDINAL,1
274,Israel,11693,11699,GPE,1
275,5,11702,11703,CARDINAL,1
276,4,11705,11706,CARDINAL,1
277,5,11789,11790,CARDINAL,1
278,5,11792,11793,CARDINAL,1
279,Bethel,11808,11814,GPE,1
280,Galgal,11832,11838,ORG,1
281,Bersabee,11871,11879,PERSON,1
282,Galgal,11885,11891,ORG,1
283,Bethel,11921,11927,GPE,1
284,Bethel,11952,11958,GPE,1
285,5,12031,12032,CARDINAL,1
286,6,12034,12035,CARDINAL,1
287,Seek ye the Lord,12037,12053,PERSON,1
288,Joseph,12083,12089,PERSON,1
289,Bethel,12165,12171,GPE,1
290,5,12174,12175,CARDINAL,1
291,7,12177,12178,CARDINAL,1
292,5,12252,12253,CARDINAL,1
293,8,12255,12256,CARDINAL,1
