,name,start_pos,end_pos,tag,score
557,hunter,80098,80104,PERSON,1
558,ware bear,80151,80160,WORK_OF_ART,1
559,Alexis,80199,80205,PERSON,1
560,Ivan,80211,80215,PERSON,1
561,Pouchskin,80221,80230,PERSON,1
562,three,80236,80241,CARDINAL,1
563,Russian,80318,80325,NORP,1
564,Bruin,80588,80593,ORG,1
565,winter,80842,80848,DATE,1
566,several days,81114,81126,DATE,1
567,three,81310,81315,CARDINAL,1
568,three,82105,82110,CARDINAL,1
569,Pouchskin,82198,82207,PERSON,1
570,six,82278,82281,QUANTITY,1
571,Ivan,82325,82329,PERSON,1
572,Alexis,82353,82359,PERSON,1
573,three,82408,82413,CARDINAL,1
574,Pouchskin,82460,82469,ORG,1
575,Pouchskin,82562,82571,PERSON,1
576,Pouchskin,82634,82643,PERSON,1
577,Bruin,82749,82754,ORG,1
578,Bruin,83003,83008,ORG,1
579,Pouchskin,83427,83436,ORG,1
580,Bruin,83592,83597,ORG,1
581,Pouchskin,83676,83685,ORG,1
582,Bruin,84155,84160,ORG,1
583,Bruin,84281,84286,ORG,1
584,Ivan.,84414,84419,PERSON,1
585,Pouchskin,84466,84475,PERSON,1
586,half,84523,84527,CARDINAL,1
587,Bruin,85191,85196,ORG,1
588,one,85319,85322,CARDINAL,1
589,second,85373,85379,ORDINAL,1
590,Alexis,85596,85602,PERSON,1
591,Ivan,85607,85611,PERSON,1
592,one,85629,85632,CARDINAL,1
593,Pouchskin,85714,85723,ORG,1
594,some seconds,86103,86115,TIME,1
595,Bruin,87249,87254,ORG,1
596,Alexis,87304,87310,PERSON,1
597,Ivan,87315,87319,PERSON,1
598,Pouchskin,87393,87402,PERSON,1
599,Pouchskin,87499,87508,ORG,1
600,half,87832,87836,CARDINAL,1
601,Pouchskin,88067,88076,ORG,1
602,Pouchskin,88214,88223,PERSON,1
603,second,88569,88575,ORDINAL,1
604,Ivan,88935,88939,PERSON,1
605,second,88975,88981,ORDINAL,1
606,one,89666,89669,CARDINAL,1
607,Pouchskin,90122,90131,ORG,1
608,about three feet,90282,90298,QUANTITY,1
609,Bruin,90324,90329,ORG,1
610,one,90701,90704,CARDINAL,1
611,Ivan,90757,90761,PERSON,1
612,Alexis,90848,90854,PERSON,1
613,Pouchskin,91054,91063,ORG,1
614,Pouchskin,91378,91387,PERSON,1
615,Alexis,92152,92158,PERSON,1
616,Pouchskin,92220,92229,PERSON,1
617,Alexis,92301,92307,PERSON,1
618,Pouchskin,92637,92646,ORG,1
619,Bruin,92929,92934,ORG,1
620,Ivan,93074,93078,PERSON,1
621,Alexis,93083,93089,PERSON,1
622,first,93232,93237,ORDINAL,1
623,Pouchskin,93301,93310,ORG,1
624,Pouchskin,93675,93684,ORG,1
625,Pouchskin,93859,93868,PERSON,1
626,Jack,94059,94063,PERSON,1
627,Alexis,95002,95008,PERSON,1
628,about three,95535,95546,CARDINAL,1
629,about six inches,95837,95853,QUANTITY,1
630,Alexis,95904,95910,PERSON,1
631,Bruin,96181,96186,ORG,1
632,Jack,96219,96223,PERSON,1
633,ten seconds,96386,96397,TIME,1
634,second,96515,96521,ORDINAL,1
635,Alexis,96546,96552,PERSON,1
636,second,96697,96703,ORDINAL,1
637,Alexis,97246,97252,PERSON,1
638,two,97656,97659,CARDINAL,1
639,some seconds,97799,97811,TIME,1
640,Alexis,97967,97973,PERSON,1
641,Alexis,98589,98595,PERSON,1
642,hunter,98737,98743,PERSON,1
643,Alexis,99355,99361,PERSON,1
644,Ivan,99712,99716,PERSON,1
645,Alexis,99719,99725,ORG,1
646,earth,99773,99778,LOC,1
647,Ivan,99845,99849,PERSON,1
648,Ivan,100096,100100,PERSON,1
649,ten,100300,100303,CARDINAL,1
650,about ten inches,100398,100414,QUANTITY,1
651,Ivan,100751,100755,PERSON,1
652,Pouchskin,100860,100869,PERSON,1
653,Alexis,100871,100877,PERSON,1
654,first,100902,100907,ORDINAL,1
655,Pouchskin,100948,100957,ORG,1
656,Alexis,101029,101035,PERSON,1
657,Pouchskin,101196,101205,ORG,1
658,Ivan,101379,101383,PERSON,1
659,Alexis,101848,101854,ORG,1
660,Pouchskin,101900,101909,ORG,1
661,First,102551,102556,ORDINAL,1
662,Alexis,102743,102749,PERSON,1
663,Ivan,102763,102767,PERSON,1
664,Pouchskin,102835,102844,PERSON,1
665,one,102936,102939,CARDINAL,1
666,first,103316,103321,ORDINAL,1
667,Bruin,103611,103616,ORG,1
668,Alexis,105192,105198,PERSON,1
669,Bruin,105373,105378,ORG,1
670,Alexis,105555,105561,PERSON,1
671,first,105562,105567,ORDINAL,1
672,Alexis,105615,105621,PERSON,1
673,Pouchskin,105671,105680,PERSON,1
674,Ivan,105763,105767,PERSON,1
675,Pouchskin,105833,105842,PERSON,1
676,several inches square,106008,106029,QUANTITY,1
677,Alexis,106110,106116,PERSON,1
678,Ivan,106300,106304,PERSON,1
679,Pouchskin,106427,106436,ORG,1
680,Alexis,106732,106738,PERSON,1
681,Ivan,106850,106854,PERSON,1
682,three,106946,106951,CARDINAL,1
683,one,107071,107074,CARDINAL,1
684,Alexis,107120,107126,PERSON,1
685,Pouchskin,107131,107140,PERSON,1
686,Ivan,107231,107235,PERSON,1
687,Bruin,107368,107373,ORG,1
688,three months earlier in the season,107393,107427,DATE,1
689,six or seven hundred pounds,107519,107546,QUANTITY,1
690,more than half,107596,107610,CARDINAL,1
691,Ivan,107832,107836,PERSON,1
692,Pouchskin,108142,108151,EVENT,1
693,several inches,108378,108392,QUANTITY,1
694,Pouchskin,108439,108448,ORG,1
695,haft,108954,108958,ORG,1
696,Alexis,109130,109136,PERSON,1
697,Bruin,109163,109168,ORG,1
698,the palace Grodonoff,109386,109406,FAC,1
